run_id,generated_at_utc,question_id,topic,question,translation,variant_type,variant_index,temperature,model,answer,error
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,4,1.0,gpt-4.1-mini,"English:
In Korean dining culture, the eldest or highest-ranking person usually starts eating first, which signifies respect and hierarchy. Others wait for this person to begin before saying ""Jal meokkesseumnida"" and starting their meal.

Korean:
한국 식사 문화에서는 보통 연장자나 직급이 높은 사람이 먼저 식사를 시작하며, 이는 존경과 위계를 나타냅니다. 다른 사람들은 그 사람이 ""잘 먹겠습니다""라고 말하고 시작할 때까지 기다립니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,5,1.0,gpt-4.1-mini,"English:
In Korean dining culture, the eldest or highest-ranking person usually starts eating first, signifying respect and hierarchy. Others wait and begin only after this person says ""Jalm meokkesseumnida,"" showing politeness.

Korean:
한국에서는 식사할 때 어른이나 직위가 높은 사람이 먼저 식사를 시작하며, 이는 존경과 위계를 나타냅니다. 다른 사람들은 그 사람이 ""잘 먹겠습니다""라고 말한 후에 식사를 시작합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",det,0,0.0,gpt-4.1-mini,"English:
When drinking with an elder or superior, you should pour their drink with both hands or support your pouring hand with the other hand as a sign of respect. When receiving a drink, hold your glass with both hands and slightly turn your head away from them before taking a sip, showing humility and respect.

Korean:
어르신이나 상사와 술을 마실 때는 두 손으로 술을 따라드리거나 한 손으로 따르면서 다른 손으로 받치는 것이 예의입니다. 술을 받을 때도 두 손으로 잔을 잡고 고개를 살짝 돌려서 마시는 것이 존경을 나타내는 방법입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,1,1.0,gpt-4.1-mini,"English:
When drinking with an elder or superior, you should pour their drink with both hands as a sign of respect. When receiving a drink from them, hold your glass with both hands and slightly bow your head to show gratitude. It is also common to turn your face away while drinking to avoid direct eye contact.

Korean:
어르신이나 상사에게 술을 따를 때는 두 손으로 공손히 따르고, 받을 때도 두 손으로 잔을 받으며 고개를 살짝 숙여 감사함을 표현합니다. 술을 마실 때에는 직접 눈을 마주치지 않도록 고개를 돌리는 것도 예의입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,2,1.0,gpt-4.1-mini,"English:
When drinking with an elder or superior, pour their drink with both hands or support one hand with the other while pouring. When receiving a drink, hold your glass with both hands as a sign of respect. It is also polite to slightly turn your head away and not drink directly in front of the elder’s face.

Korean:
어르신이나 상사에게 술을 따를 때는 두 손으로 술잔을 받거나 한 손을 받쳐서 따릅니다. 술을 받을 때도 두 손으로 잔을 들여 예의를 표해야 합니다. 또한 어르신 앞에서는 고개를 약간 돌리고 직접 눈앞에서 마시지 않는 것이 예의입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,3,1.0,gpt-4.1-mini,"English:
When drinking with an elder or superior in Korea, always pour drinks with both hands or with one hand supported by the other, known as using ""two hands."" When receiving a drink, turn your head slightly to the side and hold the glass with both hands as a sign of respect.

Korean:
어르신이나 상사와 술을 마실 때는 두 손으로 공손히 술을 따라야 하고, 술을 받을 때는 고개를 약간 돌리고 잔을 두 손으로 받아야 합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,4,1.0,gpt-4.1-mini,"English:
When drinking with an elder or superior, always pour drinks with both hands as a sign of respect. When receiving a drink, hold the glass with one hand and support your arm with the other. It is also polite to turn slightly away from the elder or superior while drinking and say ""geonbae.""

Korean:
어르신이나 상사와 술을 마실 때는 두 손으로 잔을 잡고 술을 따라야 합니다. 술 받을 때도 한 손으로 잔을 받고 다른 손으로 팔을 받쳐야 예의에 맞습니다. 마실 때는 살짝 고개를 돌리고 ""건배""라고 하는 것이 예의입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,5,1.0,gpt-4.1-mini,"English:
When drinking with an elder or superior, you should pour drinks with two hands or support your pouring hand with the other hand as a sign of respect. When receiving a drink, hold your glass with two hands and slightly turn your head away from the elder or superior before drinking, showing humility and respect.

Korean:
어르신이나 상사와 술을 마실 때는 존경의 표시로 두 손 또는 한 손을 받쳐서 술을 따라야 합니다. 술을 받을 때는 두 손으로 잔을 잡고, 술을 마시기 전에 고개를 약간 돌려 겸손과 존경을 표현합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",det,0,0.0,gpt-4.1-mini,"English:
During a serious conversation with a superior in Korea, moderate eye contact is appropriate. Maintaining eye contact shows respect and attentiveness, but staring too long can be seen as disrespectful or challenging. Avoiding eye contact may indicate deference or discomfort, reflecting the hierarchical nature of Korean culture and the concept of ""nunchi.""

Korean:
상사와 진지한 대화 시 적당한 눈맞춤이 중요합니다. 눈을 마주치는 것은 존중과 집중을 나타내지만, 너무 오래 쳐다보면 무례하거나 도전적으로 보일 수 있습니다. 눈을 피하는 것은 겸손함이나 불편함을 나타내며, 한국의 위계질서와 눈치 문화와 관련이 있습니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,1,1.0,gpt-4.1-mini,"English:
In Korean culture, during a serious conversation with a superior, moderate eye contact is appropriate. Too much eye contact may be seen as disrespectful or challenging, while avoiding eye contact entirely can be perceived as showing lack of confidence or sincerity. Maintaining calm eye contact shows jeongneung (respect) and attentiveness.

Korean:
한국 문화에서 상사와 진지한 대화 시 적당한 눈 맞춤이 중요합니다. 지나친 눈 맞춤은 무례하거나 도전적으로 보일 수 있고, 눈을 완전히 피하면 자신감이나 진정성이 부족해 보일 수 있습니다. 차분한 눈 맞춤은 존경과 집중을 나타냅니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,2,1.0,gpt-4.1-mini,"English:
In Korean culture, during a serious conversation with a superior, maintaining gentle and respectful eye contact is appropriate but not too intense. Avoiding direct eye contact can show respect and humility, as staring may be seen as challenging or rude. Proper eye contact reflects a balance of jeong and respect.

Korean:
한국 문화에서는 상사와 진지한 대화 시 너무 강한 눈 맞춤은 피하고 부드럽고 존중하는 눈 맞춤을 하는 것이 적절합니다. 눈을 피하는 것은 겸손과 존경을 나타내며 지나친 시선은 도전적으로 보일 수 있습니다. 적절한 눈 맞춤은 정과 존경의 균형을 의미합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,3,1.0,gpt-4.1-mini,"English:
During a serious conversation with a superior in Korea, moderate eye contact is appropriate. Maintaining eye contact shows respect and attentiveness, but staring too intensely can be seen as disrespectful or challenging authority. Avoiding eye contact may indicate humility or deference, but too little can seem evasive or disrespectful.

Korean:
한국에서 상사와 진지한 대화 시 적당한 눈맞춤이 중요합니다. 눈을 마주치는 것은 존경과 집중을 의미하지만 너무 오래 응시하면 무례하게 보일 수 있습니다. 눈을 피하는 것은 겸손이나 경의를 나타내지만 너무 적으면 불성실해 보일 수 있습니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,4,1.0,gpt-4.1-mini,"English:
During a serious conversation with a superior in Korea, moderate eye contact is appropriate; staring too long can be seen as disrespectful or confrontational. Maintaining eye contact politely shows attentiveness and respect, while avoiding eye contact may imply deference or discomfort (called ""cheonmang"" in some contexts).

Korean:
한국에서 상사와 진지한 대화 시 적당한 눈맞춤이 필요하며, 지나치게 오래 바라보는 것은 무례하거나 대립적으로 보일 수 있습니다. 눈을 맞추는 것은 관심과 존경을 나타내고, 피하는 것은 겸손하거나 불편함을 의미할 수 있습니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,5,1.0,gpt-4.1-mini,"English:
During a serious conversation with a superior in Korea, moderate eye contact is appropriate. Maintaining ""nunmajuchigi"" shows respect and attentiveness, but staring too long can be seen as rude or challenging authority. Avoiding eye contact completely might imply nervousness or lack of respect.

Korean:
상사와 진지한 대화 시 적당한 눈 맞춤이 필요합니다. 눈맞추기는 존경과 집중을 나타내지만, 너무 오래 쳐다보는 것은 무례하거나 권위에 도전하는 것으로 보일 수 있습니다. 완전히 눈을 피하는 것은 긴장하거나 존중이 부족하다는 뜻일 수 있습니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",det,0,0.0,gpt-4.1-mini,"English:
No, it is not acceptable to blow your nose loudly at the dinner table in Korea. This action is considered rude and impolite, as it disrupts the dining atmosphere and shows a lack of consideration for others. Koreans value quiet and respectful behavior during meals.

Korean:
한국에서는 저녁 식탁에서 코를 크게 푸는 것이 허용되지 않습니다. 이는 무례하고 예의에 어긋나는 행동으로, 식사 분위기를 해치고 다른 사람에 대한 배려가 부족하다고 여겨집니다. 식사 중에는 조용하고 공손한 태도를 중요하게 생각합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,1,1.0,gpt-4.1-mini,"English:
No, blowing your nose loudly at the dinner table is considered impolite in Korean culture. It is seen as poor manners and can make others feel uncomfortable. Koreans prefer to excuse themselves if they need to blow their nose, showing respect for others during the meal.

Korean:
저녁 식탁에서 코를 크게 푸는 것은 한국 문화에서는 예의에 어긋납니다. 다른 사람들에게 불편함을 줄 수 있어서, 코를 풀 필요가 있으면 자리를 잠시 피하는 것이 예의입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,2,1.0,gpt-4.1-mini,"English:
Blowing your nose loudly at the dinner table is considered rude and impolite in Korea. It is seen as a lack of manners and can make others feel uncomfortable during a meal. Koreans emphasize clean and quiet behavior, especially while eating.

Korean:
저녁 식탁에서 크게 코를 푸는 것은 무례하고 예의에 어긋나는 행동으로 여겨집니다. 다른 사람들에게 불편함을 줄 수 있어 조용하고 깔끔한 식사 예절을 중요하게 생각합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,3,1.0,gpt-4.1-mini,"English:
Blowing your nose loudly at the dinner table is considered impolite in Korean culture. People generally expect quiet and discreet behavior during meals, so doing this may be seen as rude or inconsiderate, disrupting the harmony of the dining experience.

Korean:
저녁 식탁에서 코를 크게 푸는 것은 한국 문화에서 예의에 어긋나는 행동으로 여겨집니다. 식사 중에는 조용하고 신중한 태도를 기대하기 때문에 이런 행동은 무례하거나 배려심 없다고 인식됩니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,4,1.0,gpt-4.1-mini,"English:
Blowing your nose loudly at the dinner table is considered rude and impolite in Korean culture. People might see it as bad manners or disrespectful to others eating together, so it is better to excuse yourself and do it privately outside the dining area.

Korean:
저녁 식탁에서 크게 코를 푸는 것은 한국에서 무례하고 예의에 어긋나는 행동으로 여겨집니다. 함께 식사하는 사람들에게 실례가 될 수 있어 자리를 피해서 조용한 곳에서 하는 것이 좋습니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,5,1.0,gpt-4.1-mini,"English:
Blowing your nose loudly at the dinner table is generally considered rude and impolite in Korean culture. People may perceive this action as disrespectful or unhygienic, so it is better to excuse yourself and blow your nose privately instead.

Korean:
저녁 식사 자리에서 코를 크게 푸는 것은 보통 무례하고 예의에 어긋난 행동으로 여겨집니다. 다른 사람들은 이를 불쾌하거나 위생에 신경 쓰지 않는 것으로 볼 수 있어, 자리를 잠시 떠나 조용히 코를 푸는 것이 좋습니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,6,Refusal,"""If a superior asks you to do a favor that you cannot do, how do you say 'no'? Do you use a direct 'no' or an indirect method?""","""상사가 할 수 없는 부탁을 들어달라고 하면 '안 된다'고 어떻게 말하나요? 직접적인 '안 된다' 또는 간접적인 방법을 사용하나요?""",det,0,0.0,gpt-4.1-mini,"English:
In Korean culture, it is more common to use an indirect method to say no to a superior, such as saying ""joesonghamnida, eotteohge haeya halji..."" (sorry, how should I do this...) or ""jogeum eoryeopge dwaesseumnida"" (it has become a bit difficult). Directly saying ""an doenda"" (no) is usually avoided to show respect.

Korean:
한국 문화에서는 상사에게 직접적으로 ""안 된다""라고 말하기보다는 ""죄송합니다, 어떻게 해야 할지..."" 또는 ""조금 어렵게 됐습니다""와 같이 간접적으로 거절하는 표현을 사용합니다. 직접적인 거절은 예의를 위해 피하는 편입니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,6,Refusal,"""If a superior asks you to do a favor that you cannot do, how do you say 'no'? Do you use a direct 'no' or an indirect method?""","""상사가 할 수 없는 부탁을 들어달라고 하면 '안 된다'고 어떻게 말하나요? 직접적인 '안 된다' 또는 간접적인 방법을 사용하나요?""",stoch,1,1.0,gpt-4.1-mini,"English:
In Korean culture, it is more polite and common to use an indirect method to say no to a superior. Instead of directly saying ""an doenda,"" people often say phrases like ""jom eoryeowoyo"" (it's a little difficult) or ""hyeonjae jungmal eoryeowo"" (it's really difficult right now) to show respect while refusing.

Korean:
한국 문화에서는 상사에게 직접적으로 '안 된다'고 말하기보다는 간접적으로 정중하게 거절하는 표현을 더 많이 사용합니다. 예를 들어 ""좀 어려워요""나 ""현재 정말 어려워요"" 같은 표현을 써서 존중을 표하면서 거절합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,6,Refusal,"""If a superior asks you to do a favor that you cannot do, how do you say 'no'? Do you use a direct 'no' or an indirect method?""","""상사가 할 수 없는 부탁을 들어달라고 하면 '안 된다'고 어떻게 말하나요? 직접적인 '안 된다' 또는 간접적인 방법을 사용하나요?""",stoch,2,1.0,gpt-4.1-mini,"English:
In Korean culture, it is more common and respectful to use an indirect method when refusing a superior. Instead of a direct ""an dwaenda,"" people often say phrases like ""jeogiyo, jeolmang haejuseyo"" or explain the reason gently to avoid offense.

Korean:
한국 문화에서는 상사에게 거절할 때 직접적인 ""안 된다""보다 간접적인 표현을 사용하는 것이 더 예의에 맞습니다. 보통 ""저기요, 죄송하지만...""처럼 부드럽게 이유를 설명하며 거절합니다.",
5e8925f9-5288-4a10-acdb-e4dc9588d0e6,2026-05-07T02:20:10.970156,6,Refusal,"""If a superior asks you to do a favor that you cannot do, how do you say 'no'? Do you use a direct 'no' or an indirect method?""","""상사가 할 수 없는 부탁을 들어달라고 하면 '안 된다'고 어떻게 말하나요? 직접적인 '안 된다' 또는 간접적인 방법을 사용하나요?""",stoch,3,1.0,gpt-4.1-mini,"English:
In Korean culture, it is common to refuse a superior indirectly rather than saying a direct ""no."" People often use polite and indirect expressions like ""joesonghamnida, geureohge hal su eopseumnida"" (sorry, I can't do that) to preserve harmony and respect.

Korean:
한국 문화에서는 상사에게 직접적으로 ""안 된다""라고 말하기보다 간접적으로 정중하게 거절하는 표현을 사용합니다. 예를 들어 ""죄송합니다, 그렇게 할 수 없습니다""라고 말해 분위기를 부드럽게 합니다.",
