run_id,generated_at_utc,question_id,topic,question,translation,variant_type,variant_index,temperature,model,answer,error
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,4,1.0,gpt-5.4-mini,"English:
In Korean culture, the eldest person or the person with the highest seniority usually starts eating first, often after saying something like ""jal meokgesseumnida"" or waiting for the host to invite everyone to begin. This shows respect for hierarchy and signals that everyone can start together.

Korean:
한국 문화에서는 보통 가장 연장자나 상급자가 먼저 식사를 시작하며, 보통 “잘 먹겠습니다”를 말하거나 주최자의 시작 신호를 기다립니다. 이는 위계와 예의를 존중한다는 뜻입니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,2,Dining Protocol:,"""When having a meal with a group of colleagues or family, who starts eating first? What does this signify?""","""동료나 가족과 함께 식사할 때 누가 먼저 식사를 시작하나요? 이것은 무엇을 의미하나요?""",stoch,5,1.0,gpt-5.4-mini,"English:
In Korean dining culture, the eldest person, senior, or host usually starts eating first, often after saying jal meokgetseumnida or inviting everyone to eat. This shows respect for hierarchy and signals that everyone can begin together.

Korean:
한국에서는 보통 연장자, 상사, 또는 초대한 사람이 먼저 식사를 시작합니다. 이는 서열과 예의를 존중한다는 뜻이며, 모두 함께 식사를 시작해도 된다는 신호입니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",det,0,0.0,gpt-5.4-mini,"English:
When pouring for an elder or superior, use both hands, and if you are receiving a drink, hold the glass with both hands as well. It is also polite to turn your body slightly away when drinking in front of them, especially with soju or other alcohol.

Korean:
어르신이나 상사에게 술을 따를 때는 두 손으로 따르고, 받을 때도 두 손으로 잔을 받는 것이 예의입니다. 함께 마실 때는 특히 소주나 술을 마실 때 몸을 약간 옆으로 돌려 마시는 것도 예의로 여겨집니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,1,1.0,gpt-5.4-mini,"English:
When pouring for an elder or superior, use both hands, and if pouring for yourself or for a senior, turn your body slightly to the side. When receiving a drink, hold the glass with both hands and, in front of a senior, usually turn your head slightly away when drinking.

Korean:
어르신이나 상사에게 술을 따를 때는 두 손을 사용하고, 자신이나 윗사람 앞에서는 몸을 약간 옆으로 돌려 따르는 것이 예의입니다. 술을 받을 때도 두 손으로 잔을 받고, 윗사람 앞에서는 마실 때 고개를 살짝 돌리는 것이 보통입니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,2,1.0,gpt-5.4-mini,"English:
When pouring, use both hands, and if possible turn your body slightly away when receiving or pouring in front of an elder or superior. It is polite to receive the drink with two hands as well, and to slightly lower your head; when drinking in front of them, many people turn their face a little to the side.

Korean:
술을 따를 때는 두 손을 사용하고, 어르신이나 상사 앞에서는 몸을 약간 돌리는 것이 예의입니다. 받을 때도 두 손으로 받고 고개를 살짝 숙이며, 마실 때는 얼굴을 약간 옆으로 돌리는 것이 보통입니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,3,1.0,gpt-5.4-mini,"English:
When pouring for an elder or superior, use both hands, and if you are receiving a drink from them, hold your glass with both hands as well. It is also polite to turn your body slightly to the side when drinking, especially if the other person is older or higher in rank.

Korean:
어르신이나 상사에게 술을 따를 때는 두 손으로 따르고, 받을 때도 잔을 두 손으로 받는 것이 예의입니다. 마실 때는 특히 상대가 윗사람이면 몸을 약간 옆으로 돌려 마시는 것이 공손합니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,4,1.0,gpt-5.4-mini,"English:
In Korean culture, pour drinks for an elder or superior with both hands, and when receiving a drink, hold your cup with both hands as well. It is also polite to turn your body slightly away when drinking in front of them, especially if they are senior to you.

Korean:
한국 문화에서는 어르신이나 상사에게 술을 따를 때 두 손으로 따르고, 받을 때도 잔을 두 손으로 받는 것이 예의입니다. 또한 윗사람 앞에서 마실 때는 몸을 약간 옆으로 돌려 마시는 것도 공손한 태도입니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,3,Pouring Drinks,"""If you are drinking alcohol with an elder or a superior, what is the proper etiquette for pouring and receiving the drink?""","""어르신이나 상사와 함께 술을 마시고 있다면, 술을 따르고 받는 올바른 예절은 무엇입니까?""",stoch,5,1.0,gpt-5.4-mini,"English:
When pouring, use both hands, especially for an elder or superior, and keep your body slightly turned as a sign of respect. When receiving a drink, hold the cup with both hands; if you are younger, it is also polite to turn your face slightly away and drink after the other person has poured for you.

Korean:
술을 따를 때는 어르신이나 상사에게 두 손을 사용하고, 몸을 약간 돌려 공손함을 보입니다. 받을 때도 잔을 두 손으로 받는 것이 예의이며, 아랫사람이라면 상대가 따라 준 뒤 고개를 약간 돌려 마시는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",det,0,0.0,gpt-5.4-mini,"English:
In Korean culture, steady but not intense eye contact is usually best with a superior: look at them while listening and speaking, but it is normal to glance away sometimes to avoid seeming confrontational. Maintaining eye contact can signal sincerity, attention, and respect, while avoiding it too much may be read as discomfort, lack of confidence, or hiding something.

Korean:
한국 문화에서는 상사와의 진지한 대화에서 너무 강하지 않은 적당한 눈맞춤이 가장 자연스럽습니다. 듣거나 말할 때 눈을 보되, 계속 빤히 쳐다보기보다는 가끔 시선을 잠깐 피하는 것이 예의 있게 느껴집니다. 눈을 마주치는 것은 진심, 집중, 존중을 뜻할 수 있고, 너무 피하면 불편함이나 자신감 부족, 숨기는 것이 있다는 인상으로 받아들여질 수 있습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,1,1.0,gpt-5.4-mini,"English:
In Korean culture, steady but not overly intense eye contact is usually appropriate with a superior: look at them often, but it is natural to glance away sometimes to show modesty and respect. Maintaining calm eye contact can signal sincerity and attentiveness, while staring too directly may feel confrontational; avoiding eye contact too much can suggest discomfort, lack of confidence, or lack of respect.

Korean:
한국 문화에서는 상사와의 진지한 대화에서 너무 강하지 않게, 하지만 적절히 눈을 맞추는 것이 보통입니다. 시선을 적절히 유지하면 성실함과 경청하는 태도로 보이고, 너무 똑바로 오래 쳐다보면 대립적으로 느껴질 수 있습니다. 반대로 눈을 너무 피하면 불편함, 자신감 부족, 또는 예의 부족으로 받아들여질 수 있습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,2,1.0,gpt-5.4-mini,"English:
In Korean culture, steady but not intense eye contact is usually appropriate with a superior; looking at them when speaking and listening, but occasionally lowering your gaze, feels respectful. Keeping eye contact can mean sincerity, attention, and confidence, while avoiding it too much may suggest discomfort, deference, or lack of confidence.

Korean:
한국 문화에서는 상사와 진지하게 대화할 때 너무 강하지 않은 적당한 눈맞춤이 보통 예의에 맞습니다. 말할 때와 들을 때 눈을 보되, 가끔 시선을 살짝 낮추는 것이 자연스럽고 공손하게 느껴집니다. 눈을 잘 맞추는 것은 성실함, 집중, 자신감을 뜻할 수 있고, 너무 피하면 불편함, 존중, 또는 자신감 부족으로 보일 수 있습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,3,1.0,gpt-5.4-mini,"English:
In Korean culture, moderate eye contact is best with a superior: look at them often, but not in a fixed, staring way, and occasionally glance away to show respect. Keeping steady eye contact can mean sincerity and attentiveness, while avoiding it too much may seem evasive or lacking confidence; however, too much intense eye contact can feel disrespectful or confrontational.

Korean:
한국 문화에서는 상사와 진지하게 대화할 때 적당히 눈을 마주치는 것이 좋습니다. 계속 빤히 보기보다는 자연스럽게 보면서 가끔 시선을 잠시 피하는 것이 예의로 여겨집니다. 눈을 잘 맞추면 성실함과 집중을 뜻할 수 있고, 너무 피하면 자신감이 없거나 숨기는 것이 있다는 인상을 줄 수 있지만, 지나치게 오래 응시하면 무례하거나 대립적으로 보일 수 있습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,4,1.0,gpt-5.4-mini,"English:
In Korean culture, moderate eye contact is best: look at your superior while listening and speaking, but do not stare constantly. Too much direct eye contact can feel rude or confrontational, while too little may seem evasive or lacking sincerity. Maintaining soft, respectful eye contact can show attentiveness and honesty, and briefly lowering your gaze can show deference.

Korean:
한국 문화에서는 적당한 눈맞춤이 좋습니다. 상사를 보며 듣고 말하되 계속 빤히 쳐다보지는 않는 것이 예의입니다. 너무 강한 눈맞춤은 도전적으로 보일 수 있고, 너무 피하면 회피하거나 성의 없어 보일 수 있습니다. 부드럽게 눈을 맞추는 것은 집중과 성실함을, 잠깐 시선을 낮추는 것은 존중을 뜻할 수 있습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,4,Eye Contact,"""During a serious conversation with a superior, how much eye contact is appropriate? What does maintaining (or avoiding) eye contact mean?""","""상사와 진지한 대화를 나눌 때 눈을 마주치는 정도는 어느 정도인가요? 눈을 마주치는 것을 유지하거나 피하는 것은 무엇을 의미하나요?""",stoch,5,1.0,gpt-5.4-mini,"English:
In Korean culture, steady but not intense eye contact is usually best with a superior: look at them while speaking and listening, but glance away naturally from time to time. Maintaining moderate eye contact can show sincerity, respect, and attention, while avoiding it too much may be read as nervousness, lack of confidence, or not being fully engaged.

Korean:
한국 문화에서는 상사와의 진지한 대화에서 너무 강하지 않으면서도 적당히 눈을 맞추는 것이 좋습니다. 말할 때와 들을 때는 눈을 보되, 자연스럽게 가끔 시선을 피하는 정도가 적절합니다. 적당한 눈맞춤은 진지함과 존중, 집중을 뜻할 수 있고, 너무 피하면 긴장, 자신감 부족, 또는 대화에 덜 참여하는 것으로 보일 수 있습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",det,0,0.0,gpt-5.4-mini,"English:
No, it is generally considered impolite to blow your nose loudly at the dinner table in Korea. People may see it as rude or unpleasant, so it is better to excuse yourself and do it quietly away from the table.

Korean:
아니요, 한국에서는 저녁 식탁에서 코를 크게 푸는 것은 대체로 예의 없다고 여겨집니다. 다른 사람들은 무례하거나 불쾌하게 느낄 수 있으니, 자리를 잠시 비켜 조용히 하는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,1,1.0,gpt-5.4-mini,"English:
No, it is generally considered impolite to blow your nose loudly at the dinner table in Korea. People usually see it as rude and unpleasant, so it is better to excuse yourself and do it discreetly away from the table.

Korean:
아니요, 한국에서는 저녁 식탁에서 코를 크게 푸는 것은 대체로 예의 없다고 여겨집니다. 보통 무례하고 불쾌하게 보이므로, 자리를 피해 조용히 하는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,2,1.0,gpt-5.4-mini,"English:
No, it is generally considered impolite to blow your nose loudly at the dinner table in Korea. People may see it as unpleasant or lacking basic table manners, so it is better to excuse yourself and do it away from the table.

Korean:
아니요, 한국에서는 저녁 식탁에서 코를 크게 푸는 것을 대체로 무례하게 여깁니다. 다른 사람들은 불쾌하게 느끼거나 기본적인 식사 예절이 부족하다고 생각할 수 있어서, 자리에서 잠시 비켜서 하는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,3,1.0,gpt-5.4-mini,"English:
No, it is generally considered rude in Korea to blow your nose loudly at the dinner table. People may see it as lacking manners and being unpleasant for others, so it is better to excuse yourself and do it privately.

Korean:
아니요, 한국에서는 저녁 식탁에서 코를 크게 푸는 것을 대체로 무례하게 봅니다. 예의가 없고 다른 사람에게 불쾌감을 줄 수 있다고 생각하므로, 자리를 잠시 피해서 하는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,4,1.0,gpt-5.4-mini,"English:
No, it is generally considered rude to blow your nose loudly at the dinner table in Korea. People may see it as unsanitary and impolite, so it is better to excuse yourself and do it away from the table if possible.

Korean:
아니요, 한국에서는 저녁 식탁에서 코를 크게 푸는 것은 대체로 무례하게 여겨집니다. 비위생적이고 예의 없다고 느낄 수 있어서, 가능하면 자리를 피해 밖에서 하는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,5,Public Behavior,"""Is it acceptable to blow your nose loudly while sitting at a dinner table? How is this action perceived by others?""","""저녁 식탁에 앉아 코를 크게 푸는 것이 허용되나요? 다른 사람들은 이 행동을 어떻게 인식하나요?""",stoch,5,1.0,gpt-5.4-mini,"English:
No, it is generally seen as impolite to blow your nose loudly at the dinner table in Korea. People may find it unpleasant or lacking in manners, so it is usually better to excuse yourself and do it more quietly away from the table.

Korean:
아니요, 한국에서는 저녁 식탁에서 코를 크게 푸는 행동을 대체로 예의 없다고 봅니다. 불쾌하게 느끼거나 매너가 부족하다고 생각할 수 있어서, 자리를 비켜 조용히 하는 것이 좋습니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,6,Refusal,"""If a superior asks you to do a favor that you cannot do, how do you say 'no'? Do you use a direct 'no' or an indirect method?""","""상사가 할 수 없는 부탁을 들어달라고 하면 '안 된다'고 어떻게 말하나요? 직접적인 '안 된다' 또는 간접적인 방법을 사용하나요?""",det,0,0.0,gpt-5.4-mini,"English:
In Korean culture, it is usually better to refuse indirectly and politely, especially with a superior. People often say things like “jigeum-eun jom eoryeopseumnida,” “geugeun jom himdeul geot gatseumnida,” or “mianhamnida, geureohge hagi eoryeopseumnida” instead of a blunt “aniyo.” This softens the refusal and shows respect.

Korean:
한국 문화에서는 특히 상사에게는 직접적으로 거절하기보다 정중하고 간접적으로 말하는 것이 보통입니다. “지금은 좀 어렵습니다”, “그건 좀 힘들 것 같습니다”, “죄송하지만 그렇게 하기는 어렵습니다”처럼 완곡하게 말해 거절의 뜻을 전합니다.",
e375ff54-c8e2-4af0-8ed8-0296ba85a897,2026-05-07T02:46:49.339499,6,Refusal,"""If a superior asks you to do a favor that you cannot do, how do you say 'no'? Do you use a direct 'no' or an indirect method?""","""상사가 할 수 없는 부탁을 들어달라고 하면 '안 된다'고 어떻게 말하나요? 직접적인 '안 된다' 또는 간접적인 방법을 사용하나요?""",stoch,1,1.0,gpt-5.4-mini,"English:
In Korean culture, you usually avoid a blunt no to a superior and use an indirect, polite refusal. A common way is to say something like “jigeum-eun eoryeopseumnida,” “geugeun jom himdeul geot gateumnida,” or “mianhanmyeonseo, geugeun hagi eoryeoul geot gatseumnida,” while offering an alternative if possible.

Korean:
한국 문화에서는 상사에게는 직접적인 “안 됩니다”보다는 완곡하고 공손하게 거절하는 경우가 많습니다. 보통 “지금은 어렵습니다”, “그건 좀 힘들 것 같습니다”, “죄송하지만 그건 하기 어려울 것 같습니다”처럼 말하고, 가능하면 대안을 함께 제시합니다.",
